file	function	registry_key	rule_family	rule_name	input_variant	reference_frame	required_planets	house_conditions	sign_conditions	aspect_conditions	condition_operator	helper_touchpoints	implicit_state_dependency	exception_path	return_shape	implementation_status	resource_binding	evidence_lines	anchor_id
src/jhora/horoscope/chart/yoga.py	_lagnaadhi_yoga_calculation	_lagnaadhi_yoga_calculation	general_yoga	_lagnaadhi_yoga_calculation	chart_1d	lagna		""""""" Lagnaadhi Yoga: If (1) the 6th, 7th and 8th houses from lagna are occupied by benefics | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d)"		"and (2) no malefics conjoin or aspect these planets. """""" | # Condition 3: No malefic aspects on those benefics | aspected_by = house.aspected_planets_of_the_planet(chart_1d, pid)"	all+any+and+or				bool	Active		src/jhora/horoscope/chart/yoga.py:2265-2294	YD900
src/jhora/horoscope/chart/yoga.py	lagnaadhi_yoga	lagnaadhi_yoga	general_yoga	lagnaadhi_yoga	chart_1d	lagna		""""""" Lagnaadhi Yoga: If (1) the 6th, 7th and 8th houses from lagna are occupied by benefics"		"and (2) no malefics conjoin or aspect these planets. """""""	and+or				bool	Active	lagnaadhi_yoga	src/jhora/horoscope/chart/yoga.py:2296-2299	YD900
src/jhora/horoscope/chart/yoga.py	lagnaadhi_yoga_from_planet_positions	lagnaadhi_yoga	general_yoga	lagnaadhi_yoga_from_planet_positions	planet_positions	lagna		""""""" Lagnaadhi Yoga: If (1) the 6th, 7th and 8th houses from lagna are occupied by benefics"		"and (2) no malefics conjoin or aspect these planets. """""""	and+or				bool	Active	lagnaadhi_yoga	src/jhora/horoscope/chart/yoga.py:2301-2304	YD900
src/jhora/horoscope/chart/yoga.py	lagnaadhi_yoga_from_jd_place	lagnaadhi_yoga	general_yoga	lagnaadhi_yoga_from_jd_place	jd_place	lagna					direct				bool	Active	lagnaadhi_yoga	src/jhora/horoscope/chart/yoga.py:2305-2308	YD900
src/jhora/horoscope/chart/yoga.py	_hari_yoga_calculation	_hari_yoga_calculation	general_yoga	_hari_yoga_calculation	chart_1d	lagna		"If benefics occupy the 2nd, 12th and 8th houses counted from the 2nd lord. """""" | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d)"			all+and+or				bool	Active		src/jhora/horoscope/chart/yoga.py:2309-2330	YD900
src/jhora/horoscope/chart/yoga.py	hari_yoga	hari_yoga	general_yoga	hari_yoga	chart_1d	mixed		"If benefics occupy the 2nd, 12th and 8th houses counted from the 2nd lord. """""""			and				bool	Active	hari_yoga	src/jhora/horoscope/chart/yoga.py:2332-2335	YD900
src/jhora/horoscope/chart/yoga.py	hari_yoga_from_planet_positions	hari_yoga	general_yoga	hari_yoga_from_planet_positions	planet_positions	mixed		"If benefics occupy the 2nd, 12th and 8th houses counted from the 2nd lord. """""""			and				bool	Active	hari_yoga	src/jhora/horoscope/chart/yoga.py:2337-2340	YD900
src/jhora/horoscope/chart/yoga.py	hari_yoga_from_jd_place	hari_yoga	general_yoga	hari_yoga_from_jd_place	jd_place	mixed		"If benefics occupy the 2nd, 12th and 8th houses counted from the 2nd lord. """""""			and				bool	Active	hari_yoga	src/jhora/horoscope/chart/yoga.py:2342-2347	YD900
src/jhora/horoscope/chart/yoga.py	_hara_yoga_calculation	_hara_yoga_calculation	general_yoga	_hara_yoga_calculation	chart_1d	lagna		"If benefics occupy the 4th, 9th and 8th houses counted from the 7th lord. """""" | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d)"			all+and				bool	Active		src/jhora/horoscope/chart/yoga.py:2349-2368	YD900
src/jhora/horoscope/chart/yoga.py	hara_yoga	hara_yoga	general_yoga	hara_yoga	chart_1d	mixed		"If benefics occupy the 4th, 9th and 8th houses counted from the 7th lord. """""""			and				bool	Active	hara_yoga	src/jhora/horoscope/chart/yoga.py:2370-2373	YD900
src/jhora/horoscope/chart/yoga.py	hara_yoga_from_planet_positions	hara_yoga	general_yoga	hara_yoga_from_planet_positions	planet_positions	mixed		"If benefics occupy the 4th, 9th and 8th houses counted from the 7th lord. """""""			and				bool	Active	hara_yoga	src/jhora/horoscope/chart/yoga.py:2375-2378	YD900
src/jhora/horoscope/chart/yoga.py	hara_yoga_from_jd_place	hara_yoga	general_yoga	hara_yoga_from_jd_place	jd_place	mixed		"If benefics occupy the 4th, 9th and 8th houses counted from the 7th lord. """""""			and				bool	Active	hara_yoga	src/jhora/horoscope/chart/yoga.py:2379-2384	YD900
src/jhora/horoscope/chart/yoga.py	_brahma_yoga_calculation	_brahma_yoga_calculation	general_yoga	_brahma_yoga_calculation	chart_1d	lagna		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | asc_house = p_to_h[const._ascendant_symbol]			all+and+or				bool	Active		src/jhora/horoscope/chart/yoga.py:2385-2419	YD900
src/jhora/horoscope/chart/yoga.py	brahma_yoga	brahma_yoga	general_yoga	brahma_yoga	chart_1d	lagna					and+or				bool	Active	brahma_yoga	src/jhora/horoscope/chart/yoga.py:2420-2427	YD900
src/jhora/horoscope/chart/yoga.py	brahma_yoga_from_planet_positions	brahma_yoga	general_yoga	brahma_yoga_from_planet_positions	planet_positions	lagna					and+or				bool	Active	brahma_yoga	src/jhora/horoscope/chart/yoga.py:2428-2435	YD900
src/jhora/horoscope/chart/yoga.py	brahma_yoga_from_jd_place	brahma_yoga	general_yoga	brahma_yoga_from_jd_place	jd_place	lagna					and+or				bool	Active	brahma_yoga	src/jhora/horoscope/chart/yoga.py:2436-2445	YD900
src/jhora/horoscope/chart/yoga.py	_vishnu_yoga_calculation	_vishnu_yoga_calculation	general_yoga	_vishnu_yoga_calculation	chart_1d	mixed		1. 9th and 10th lords (from Rasi) are in the 2nd house of Rasi. | 2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi. | chart_1d_rasi = utils.get_house_planet_list_from_planet_positions(planet_positions_rasi)	2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi. | navamsa_sign_idx = p_to_h_navamsa[l9] | navamsa_dispositor = house.house_owner_from_planet_positions(planet_positions_rasi, navamsa_sign_idx)		and				bool	Active		src/jhora/horoscope/chart/yoga.py:2447-2479	YD900
src/jhora/horoscope/chart/yoga.py	vishnu_yoga	vishnu_yoga	general_yoga	vishnu_yoga	chart_1d	navamsa		1. 9th and 10th lords (from Rasi) are in the 2nd house of Rasi. | 2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi.	2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi.		and				bool	Active	vishnu_yoga	src/jhora/horoscope/chart/yoga.py:2480-2486	YD900
src/jhora/horoscope/chart/yoga.py	vishnu_yoga_from_planet_positions	vishnu_yoga	general_yoga	vishnu_yoga_from_planet_positions	planet_positions	navamsa		1. 9th and 10th lords (from Rasi) are in the 2nd house of Rasi. | 2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi.	2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi.		and				bool	Active	vishnu_yoga	src/jhora/horoscope/chart/yoga.py:2487-2495	YD900
src/jhora/horoscope/chart/yoga.py	vishnu_yoga_from_jd_place	vishnu_yoga	general_yoga	vishnu_yoga_from_jd_place	jd_place	navamsa		1. 9th and 10th lords (from Rasi) are in the 2nd house of Rasi. | 2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi.	2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi.		and				bool	Active	vishnu_yoga	src/jhora/horoscope/chart/yoga.py:2496-2504	YD900
src/jhora/horoscope/chart/yoga.py	_vishnu_yoga_from_planet_positions	_vishnu_yoga	general_yoga	_vishnu_yoga_from_planet_positions	planet_positions	mixed		1. 9th and 10th lords (from Rasi) are in the 2nd house of Rasi. | 2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi. | h_to_p = utils.get_house_planet_list_from_planet_positions(planet_positions)	2. The lord of the sign occupied by the 9th lord in Navamsa is also in the 2nd house of Rasi.		and				bool	Active		src/jhora/horoscope/chart/yoga.py:2505-2522	YD900
src/jhora/horoscope/chart/yoga.py	_siva_yoga_calculation	_siva_yoga_calculation	general_yoga	_siva_yoga_calculation	chart_1d	lagna		""""""" BVR-61 Siva Yoga: If (1) the 5th lord is in the 9th house, (2) the 9th lord is in the 10th house, | and, (3) the 10th lord is in the 5th house """""" | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)"			and				bool	Active		src/jhora/horoscope/chart/yoga.py:2523-2543	YD900
src/jhora/horoscope/chart/yoga.py	siva_yoga	siva_yoga	general_yoga	siva_yoga	chart_1d	mixed		""""""" BVR-61 Siva Yoga: If (1) the 5th lord is in the 9th house, (2) the 9th lord is in the 10th house, | and, (3) the 10th lord is in the 5th house """""""			direct				bool	Active	siva_yoga	src/jhora/horoscope/chart/yoga.py:2544-2547	YD900
src/jhora/horoscope/chart/yoga.py	siva_yoga_from_planet_positions	siva_yoga	general_yoga	siva_yoga_from_planet_positions	planet_positions	mixed		""""""" BVR-61 Siva Yoga: If (1) the 5th lord is in the 9th house, (2) the 9th lord is in the 10th house, | and, (3) the 10th lord is in the 5th house """""""			direct				bool	Active	siva_yoga	src/jhora/horoscope/chart/yoga.py:2548-2551	YD900
src/jhora/horoscope/chart/yoga.py	siva_yoga_from_jd_place	siva_yoga	general_yoga	siva_yoga_from_jd_place	jd_place	mixed		""""""" BVR-61 Siva Yoga: If (1) the 5th lord is in the 9th house, (2) the 9th lord is in the 10th house, | and, (3) the 10th lord is in the 5th house """""""			direct				bool	Active	siva_yoga	src/jhora/horoscope/chart/yoga.py:2552-2556	YD900
src/jhora/horoscope/chart/yoga.py	_trilochana_yoga_calculation	_trilochana_yoga_calculation	general_yoga	_trilochana_yoga_calculation	chart_1d	mixed		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | sun_pos = p_to_h[const.SUN_ID]			and				bool	Active		src/jhora/horoscope/chart/yoga.py:2557-2568	YD900
src/jhora/horoscope/chart/yoga.py	trilochana_yoga	trilochana_yoga	general_yoga	trilochana_yoga	chart_1d	mixed					and				bool	Active	trilochana_yoga	src/jhora/horoscope/chart/yoga.py:2569-2571	YD900
src/jhora/horoscope/chart/yoga.py	trilochana_yoga_from_planet_positions	trilochana_yoga	general_yoga	trilochana_yoga_from_planet_positions	planet_positions	mixed					and				bool	Active	trilochana_yoga	src/jhora/horoscope/chart/yoga.py:2572-2574	YD900
src/jhora/horoscope/chart/yoga.py	trilochana_yoga_from_jd_place	trilochana_yoga	general_yoga	trilochana_yoga_from_jd_place	jd_place	mixed					and				bool	Active	trilochana_yoga	src/jhora/horoscope/chart/yoga.py:2575-2578	YD900
src/jhora/horoscope/chart/yoga.py	_gouri_yoga_calculation	_gouri_yoga_calculation	general_yoga	_gouri_yoga_calculation	chart_1d	mixed		"the 10th house and lagna lord joins him """""" | chart_1d_rasi = utils.get_house_planet_list_from_planet_positions(planet_positions_rasi) | p_to_h_rasi = utils.get_planet_to_house_dict_from_chart(chart_1d_rasi)"	""""""" BVR-28 Gouri Yoga: If the lord of the sign occupied in navamsa by the 10th lord is exalted in | nav_sign_of_l10 = p_to_h_navamsa[l10] | nav_lord = house.house_owner_from_planet_positions(planet_positions_rasi, nav_sign_of_l10)"		and				bool	Active		src/jhora/horoscope/chart/yoga.py:2580-2607	YD900
src/jhora/horoscope/chart/yoga.py	gouri_yoga	gouri_yoga	general_yoga	gouri_yoga	chart_1d	mixed		"the 10th house and lagna lord joins him """""""	""""""" BVR-28 Gouri Yoga: If the lord of the sign occupied in navamsa by the 10th lord is exalted in"		and				bool	Active	gouri_yoga	src/jhora/horoscope/chart/yoga.py:2608-2611	YD900
src/jhora/horoscope/chart/yoga.py	gouri_yoga_from_planet_positions	gouri_yoga	general_yoga	gouri_yoga_from_planet_positions	planet_positions	mixed		"the 10th house and lagna lord joins him """""""	""""""" BVR-28 Gouri Yoga: If the lord of the sign occupied in navamsa by the 10th lord is exalted in"		and				bool	Active	gouri_yoga	src/jhora/horoscope/chart/yoga.py:2612-2618	YD900
src/jhora/horoscope/chart/yoga.py	gouri_yoga_from_jd_place	gouri_yoga	general_yoga	gouri_yoga_from_jd_place	jd_place	mixed		"the 10th house and lagna lord joins him """""""	""""""" BVR-28 Gouri Yoga: If the lord of the sign occupied in navamsa by the 10th lord is exalted in"		and				bool	Active	gouri_yoga	src/jhora/horoscope/chart/yoga.py:2619-2624	YD900
src/jhora/horoscope/chart/yoga.py	_chandikaa_yoga_calculation	_chandikaa_yoga_calculation	general_yoga	_chandikaa_yoga_calculation	chart_1d	mixed		chart_1d_rasi = utils.get_house_planet_list_from_planet_positions(planet_positions_rasi) | p_to_h_rasi = utils.get_planet_to_house_dict_from_chart(chart_1d_rasi) | chart_1d_navamsa = utils.get_house_planet_list_from_planet_positions(planet_positions_navamsa)	""""""" BVR-57 Chandikaa Yoga: If (1) lagna is in a fixed sign aspected by 6th lord and (2) Sun | joins the lords of the signs occupied in navamsa by 6th and 9th lords """""" | is_fixed_lagna = asc_rasi in const.fixed_signs"	""""""" BVR-57 Chandikaa Yoga: If (1) lagna is in a fixed sign aspected by 6th lord and (2) Sun | l6_aspects = house.aspected_rasis_of_the_planet(chart_1d_rasi, l6) | is_aspected_by_l6 = asc_rasi in l6_aspects"	and				bool	Active		src/jhora/horoscope/chart/yoga.py:2625-2660	YD900
src/jhora/horoscope/chart/yoga.py	chandikaa_yoga	chandikaa_yoga	general_yoga	chandikaa_yoga	chart_1d	mixed			""""""" BVR-57 Chandikaa Yoga: If (1) lagna is in a fixed sign aspected by 6th lord and (2) Sun | joins the lords of the signs occupied in navamsa by 6th and 9th lords """""""	""""""" BVR-57 Chandikaa Yoga: If (1) lagna is in a fixed sign aspected by 6th lord and (2) Sun"	and				bool	Active	chandikaa_yoga	src/jhora/horoscope/chart/yoga.py:2661-2664	YD900
src/jhora/horoscope/chart/yoga.py	chandikaa_yoga_from_planet_positions	chandikaa_yoga	general_yoga	chandikaa_yoga_from_planet_positions	planet_positions	mixed			""""""" BVR-57 Chandikaa Yoga: If (1) lagna is in a fixed sign aspected by 6th lord and (2) Sun | joins the lords of the signs occupied in navamsa by 6th and 9th lords """""""	""""""" BVR-57 Chandikaa Yoga: If (1) lagna is in a fixed sign aspected by 6th lord and (2) Sun"	and				bool	Active	chandikaa_yoga	src/jhora/horoscope/chart/yoga.py:2665-2671	YD900
src/jhora/horoscope/chart/yoga.py	chandikaa_yoga_from_jd_place	chandikaa_yoga	general_yoga	chandikaa_yoga_from_jd_place	jd_place	mixed			""""""" BVR-57 Chandikaa Yoga: If (1) lagna is in a fixed sign aspected by 6th lord and (2) Sun | joins the lords of the signs occupied in navamsa by 6th and 9th lords """""""	""""""" BVR-57 Chandikaa Yoga: If (1) lagna is in a fixed sign aspected by 6th lord and (2) Sun"	and				bool	Active	chandikaa_yoga	src/jhora/horoscope/chart/yoga.py:2672-2677	YD900
src/jhora/horoscope/chart/yoga.py	_lakshmi_yoga_calculation	_lakshmi_yoga_calculation	general_yoga	_lakshmi_yoga_calculation	chart_1d	lagna		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | asc_house = p_to_h[const._ascendant_symbol]	Method 1 (PVR): 9th lord is in own sign or exaltation sign that happens to be a quadrant | exaltation sign identical with a Kendra or Thrikona.		and+or				bool	Active		src/jhora/horoscope/chart/yoga.py:2678-2711	YD900
src/jhora/horoscope/chart/yoga.py	lakshmi_yoga	lakshmi_yoga	general_yoga	lakshmi_yoga	chart_1d	lagna			Method 1 (PVR): 9th lord is in own sign or exaltation sign that happens to be a quadrant | exaltation sign identical with a Kendra or Thrikona.		and+or				bool	Active	lakshmi_yoga	src/jhora/horoscope/chart/yoga.py:2712-2720	YD900
src/jhora/horoscope/chart/yoga.py	lakshmi_yoga_from_planet_positions	lakshmi_yoga	general_yoga	lakshmi_yoga_from_planet_positions	planet_positions	lagna			Method 1 (PVR): 9th lord is in own sign or exaltation sign that happens to be a quadrant | exaltation sign identical with a Kendra or Thrikona.		and+or				bool	Active	lakshmi_yoga	src/jhora/horoscope/chart/yoga.py:2722-2730	YD900
src/jhora/horoscope/chart/yoga.py	lakshmi_yoga_from_jd_place	lakshmi_yoga	general_yoga	lakshmi_yoga_from_jd_place	jd_place	lagna			Method 1 (PVR): 9th lord is in own sign or exaltation sign that happens to be a quadrant | exaltation sign identical with a Kendra or Thrikona.		and+or				bool	Active	lakshmi_yoga	src/jhora/horoscope/chart/yoga.py:2731-2740	YD900
src/jhora/horoscope/chart/yoga.py	_saarada_yoga_calculation	_saarada_yoga_calculation	general_yoga	_saarada_yoga_calculation	chart_1d	mixed		(1) 10th lord in 5th house, | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d)	# Leo is sign index 4. Check if Sun is there and strength >= 4 (Uccham/Owner) | sun_is_strong_on_leo = (sun_pos == 4) and (const.house_strengths_of_planets[const.SUN_ID][4] >= const._EXALTED_UCCHAM)		and+or				bool	Active		src/jhora/horoscope/chart/yoga.py:2741-2775	YD900
src/jhora/horoscope/chart/yoga.py	saarada_yoga	saarada_yoga	general_yoga	saarada_yoga	chart_1d	mixed		(1) 10th lord in 5th house,			or				bool	Active	saarada_yoga	src/jhora/horoscope/chart/yoga.py:2776-2783	YD900
src/jhora/horoscope/chart/yoga.py	saarada_yoga_from_planet_positions	saarada_yoga	general_yoga	saarada_yoga_from_planet_positions	planet_positions	mixed		(1) 10th lord in 5th house,			or				bool	Active	saarada_yoga	src/jhora/horoscope/chart/yoga.py:2784-2791	YD900
src/jhora/horoscope/chart/yoga.py	saarada_yoga_from_jd_place	saarada_yoga	general_yoga	saarada_yoga_from_jd_place	jd_place	mixed		(1) 10th lord in 5th house,			or				bool	Active	saarada_yoga	src/jhora/horoscope/chart/yoga.py:2792-2800	YD900
src/jhora/horoscope/chart/yoga.py	_bhaarathi_yoga_calculation	_bhaarathi_yoga_calculation	general_yoga	_bhaarathi_yoga_calculation	chart_1d	mixed		chart_1d_rasi = utils.get_house_planet_list_from_planet_positions(planet_positions_rasi) | chart_1d_navamsa = utils.get_house_planet_list_from_planet_positions(planet_positions_navamsa) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d_rasi)	""""""" BVR-29 Bhaarathi Yoga: If the lord of the sign occupied in navamsa by 2nd, 5th or 11th lord"		any+and+or				bool	Active		src/jhora/horoscope/chart/yoga.py:2801-2829	YD900
src/jhora/horoscope/chart/yoga.py	bhaarathi_yoga	bhaarathi_yoga	general_yoga	bhaarathi_yoga	chart_1d	navamsa			""""""" BVR-29 Bhaarathi Yoga: If the lord of the sign occupied in navamsa by 2nd, 5th or 11th lord"		and+or				bool	Active	bhaarathi_yoga	src/jhora/horoscope/chart/yoga.py:2830-2833	YD900
src/jhora/horoscope/chart/yoga.py	bhaarathi_yoga_from_planet_positions	bhaarathi_yoga	general_yoga	bhaarathi_yoga_from_planet_positions	planet_positions	navamsa			""""""" BVR-29 Bhaarathi Yoga: If the lord of the sign occupied in navamsa by 2nd, 5th or 11th lord"		and+or				bool	Active	bhaarathi_yoga	src/jhora/horoscope/chart/yoga.py:2834-2840	YD900
src/jhora/horoscope/chart/yoga.py	bhaarathi_yoga_from_jd_place	bhaarathi_yoga	general_yoga	bhaarathi_yoga_from_jd_place	jd_place	navamsa			""""""" BVR-29 Bhaarathi Yoga: If the lord of the sign occupied in navamsa by 2nd, 5th or 11th lord"		and+or				bool	Active	bhaarathi_yoga	src/jhora/horoscope/chart/yoga.py:2841-2846	YD900
src/jhora/horoscope/chart/yoga.py	_saraswathi_yoga_calculation	_saraswathi_yoga_calculation	general_yoga	_saraswathi_yoga_calculation	chart_1d	lagna		(1) Mercury, Jupiter, and Venus each occupy a quadrant, trine, or the 2nd house. | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d)	(2) Jupiter is in an own, friendly, or exaltation sign.		and+or				bool	Active		src/jhora/horoscope/chart/yoga.py:2847-2873	YD900
src/jhora/horoscope/chart/yoga.py	saraswathi_yoga	saraswathi_yoga	general_yoga	saraswathi_yoga	chart_1d	mixed		(1) Mercury, Jupiter, and Venus each occupy a quadrant, trine, or the 2nd house.	(2) Jupiter is in an own, friendly, or exaltation sign.		and+or				bool	Active	saraswathi_yoga	src/jhora/horoscope/chart/yoga.py:2874-2880	YD900
src/jhora/horoscope/chart/yoga.py	saraswathi_yoga_from_planet_positions	saraswathi_yoga	general_yoga	saraswathi_yoga_from_planet_positions	planet_positions	mixed		(1) Mercury, Jupiter, and Venus each occupy a quadrant, trine, or the 2nd house.	(2) Jupiter is in an own, friendly, or exaltation sign.		and+or				bool	Active	saraswathi_yoga	src/jhora/horoscope/chart/yoga.py:2882-2888	YD900
src/jhora/horoscope/chart/yoga.py	saraswathi_yoga_from_jd_place	saraswathi_yoga	general_yoga	saraswathi_yoga_from_jd_place	jd_place	mixed		(1) Mercury, Jupiter, and Venus each occupy a quadrant, trine, or the 2nd house.	(2) Jupiter is in an own, friendly, or exaltation sign.		and+or				bool	Active	saraswathi_yoga	src/jhora/horoscope/chart/yoga.py:2889-2896	YD900
src/jhora/horoscope/chart/yoga.py	_amsaavatara_yoga_calculation	_amsaavatara_yoga_calculation	general_yoga	_amsaavatara_yoga_calculation	chart_1d	lagna		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | asc_house = p_to_h[const._ascendant_symbol]	Method 2 (BVR): Same as Method 1, but Lagna must be in a movable sign. | # 4. Movable Sign Check for BVR Method (Signs 0, 3, 6, 9)		and				bool	Active		src/jhora/horoscope/chart/yoga.py:2898-2931	YD900
src/jhora/horoscope/chart/yoga.py	amsaavatara_yoga	amsaavatara_yoga	general_yoga	amsaavatara_yoga	chart_1d	lagna			Method 2 (BVR): Same as Method 1, but Lagna must be in a movable sign.		and				bool	Active	amsaavatara_yoga	src/jhora/horoscope/chart/yoga.py:2932-2938	YD900
src/jhora/horoscope/chart/yoga.py	amsaavatara_yoga_from_planet_positions	amsaavatara_yoga	general_yoga	amsaavatara_yoga_from_planet_positions	planet_positions	lagna			Method 2 (BVR): Same as Method 1, but Lagna must be in a movable sign.		and				bool	Active	amsaavatara_yoga	src/jhora/horoscope/chart/yoga.py:2940-2946	YD900
src/jhora/horoscope/chart/yoga.py	amsaavatara_yoga_from_jd_place	amsaavatara_yoga	general_yoga	amsaavatara_yoga_from_jd_place	jd_place	lagna			Method 2 (BVR): Same as Method 1, but Lagna must be in a movable sign.		and				bool	Active	amsaavatara_yoga	src/jhora/horoscope/chart/yoga.py:2948-2955	YD900
src/jhora/horoscope/chart/yoga.py	_devendra_yoga_calculation	_devendra_yoga_calculation	general_yoga	_devendra_yoga_calculation	chart_1d	lagna		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | asc_house = p_to_h[const._ascendant_symbol]	(1) Lagna in a fixed sign. | # 1. Condition: Fixed Sign Lagna | if asc_house not in const.fixed_signs:		and				bool	Active		src/jhora/horoscope/chart/yoga.py:2956-2995	YD900
src/jhora/horoscope/chart/yoga.py	devendra_yoga	devendra_yoga	general_yoga	devendra_yoga	chart_1d	lagna			(1) Lagna is in a fixed sign.		and				bool	Active	devendra_yoga	src/jhora/horoscope/chart/yoga.py:2996-3003	YD900
src/jhora/horoscope/chart/yoga.py	devendra_yoga_from_planet_positions	devendra_yoga	general_yoga	devendra_yoga_from_planet_positions	planet_positions	lagna			(1) Lagna is in a fixed sign.		and				bool	Active	devendra_yoga	src/jhora/horoscope/chart/yoga.py:3005-3012	YD900
src/jhora/horoscope/chart/yoga.py	devendra_yoga_from_jd_place	devendra_yoga	general_yoga	devendra_yoga_from_jd_place	jd_place	lagna			(1) Lagna is in a fixed sign.		and				bool	Active	devendra_yoga	src/jhora/horoscope/chart/yoga.py:3013-3021	YD900
src/jhora/horoscope/chart/yoga.py	_indra_yoga_calculation	_indra_yoga_calculation	general_yoga	_indra_yoga_calculation	chart_1d	mixed		(2) Moon occupies the 5th house. | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d)			and				bool	Active		src/jhora/horoscope/chart/yoga.py:3023-3054	YD900
src/jhora/horoscope/chart/yoga.py	indra_yoga	indra_yoga	general_yoga	indra_yoga	chart_1d	moon		(2) Moon occupies the 5th house.			and				bool	Active	indra_yoga	src/jhora/horoscope/chart/yoga.py:3055-3061	YD900
src/jhora/horoscope/chart/yoga.py	indra_yoga_from_planet_positions	indra_yoga	general_yoga	indra_yoga_from_planet_positions	planet_positions	moon		(2) Moon occupies the 5th house.			and				bool	Active	indra_yoga	src/jhora/horoscope/chart/yoga.py:3063-3069	YD900
src/jhora/horoscope/chart/yoga.py	indra_yoga_from_jd_place	indra_yoga	general_yoga	indra_yoga_from_jd_place	jd_place	moon		(2) Moon occupies the 5th house.			and				bool	Active	indra_yoga	src/jhora/horoscope/chart/yoga.py:3070-3077	YD900
src/jhora/horoscope/chart/yoga.py	_ravi_yoga_calculation	_ravi_yoga_calculation	general_yoga	_ravi_yoga_calculation	chart_1d	mixed		(1) Sun is in the 10th house. | (2) The 10th lord is in the 3rd house with Saturn. | chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions)			and				bool	Active		src/jhora/horoscope/chart/yoga.py:3079-3108	YD900
src/jhora/horoscope/chart/yoga.py	ravi_yoga	ravi_yoga	general_yoga	ravi_yoga	chart_1d	sun		(1) Sun is in the 10th house. | (2) The 10th lord is in the 3rd house with Saturn.			direct				bool	Active	ravi_yoga	src/jhora/horoscope/chart/yoga.py:3110-3116	YD900
src/jhora/horoscope/chart/yoga.py	ravi_yoga_from_planet_positions	ravi_yoga	general_yoga	ravi_yoga_from_planet_positions	planet_positions	sun		(1) Sun is in the 10th house. | (2) The 10th lord is in the 3rd house with Saturn.			direct				bool	Active	ravi_yoga	src/jhora/horoscope/chart/yoga.py:3118-3124	YD900
src/jhora/horoscope/chart/yoga.py	ravi_yoga_from_jd_place	ravi_yoga	general_yoga	ravi_yoga_from_jd_place	jd_place	sun		(1) Sun is in the 10th house. | (2) The 10th lord is in the 3rd house with Saturn.			direct				bool	Active	ravi_yoga	src/jhora/horoscope/chart/yoga.py:3126-3133	YD900
src/jhora/horoscope/chart/yoga.py	_bhaaskara_yoga_calculation	_bhaaskara_yoga_calculation	general_yoga	_bhaaskara_yoga_calculation	chart_1d	mixed		chart_1d = utils.get_house_planet_list_from_planet_positions(planet_positions) | p_to_h = utils.get_planet_to_house_dict_from_chart(chart_1d) | sun_idx = p_to_h[const.SUN_ID]	# (Sun Index + 11 signs) % 12 | # (Sun Index + 1 sign) % 12 | # 5th from Moon: (Moon Index + 4 signs)		and+or				bool	Active		src/jhora/horoscope/chart/yoga.py:3134-3168	YD900
src/jhora/horoscope/chart/yoga.py	bhaaskara_yoga	bhaaskara_yoga	general_yoga	bhaaskara_yoga	chart_1d	mixed					direct				bool	Active	bhaaskara_yoga	src/jhora/horoscope/chart/yoga.py:3170-3175	YD900
